system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
1,https://www.ptt.cc/bbs/Japan_Travel/M.1682910819.A.1EC.html,[遊記]4/26-4/29東京市區及迪士尼之旅,2023-05-01 11:13:37,cenchi,Japan_Travel,"造訪日期：2023/4/26~2023/4/29

Day1:4/26
-搭乘星宇JX800到成田機場 8:30~12:45
-搭乘NEX到澀谷13:48~15:03
-入住東急澀谷藍塔飯店
-參觀Shibuya sky 16:40
-前往原宿敘敘院用餐(原訂19:00，提前到18:00用餐)
-回澀谷逛逛，回飯店

早上的飛機，平日關係，人不會太多，check-in很順暢，飛行體驗也不錯
(星宇商務艙設備新，座椅也很舒適，可以接近平躺的設計，電視也夠大，耳機也有質感)

這次入境日本，VJW事先就準備好了，大人一人一紀錄(小孩跟著大人)
檢疫部分，4/26當天已經沒有檢查，直接到海關那邊檢查入境(開VJW，掃QR code)
QR code部分，網頁應該有設計過，方便日本海關人員依序指引你開啟。

整個過程，應該20分不到就出去了，依照地上指標，前往地下樓層搭乘NEX。

這次是先在JR東日本網頁訂NEX來回，也都劃好位了，到現場後，到所謂的綠色窗口取票
給站務人員看一下訂位資訊後，他看時間有更早的車次可以換乘，有問一下是否要換票。
當下看一下手表，感覺有機會，就請他重新更正車票。
(票有兩張，理解為一張為進出站車票(字比較多的那張)，另一張是劃位的車票(字少))

到達澀谷站後，找南札口出去(此時多看看指標，都可以找到相關指引)
該札口外邊還有個綠色窗口，同一區域，另一邊有個可以確認車票問題的櫃位
(大概有5~6個窗口)
因為隨行有小朋友，要辦理小孩用的Suica(一般票價半價)，給護照，簡單填寫表單
(印象中沒花太多腦筋，大概是要確認與護照姓名相同)

並給予某些特定金額的儲值(不是說想存多少就多少，他有特定金額選項)，就可以出去了
當時還想讓人員幫忙儲值另一張suica，但被拒絕了，只好再去札口外的儲值機台儲值
(可以儲值的機台，會有特別的說明，一看就會知道是哪台才可以存)
(Iphone也可以用交通卡，直接信用卡儲值也很方便)

離開車站前往飯店，天空不作美，當天下著毛毛雨...

我們一行人拖著行李，步履闌珊的前往飯店，所幸飯店不算太遠，路上也有電梯可以搭乘
進飯店後，接待人員也幫忙指引，還幫忙擦拭行李上的水珠(按個讚)

(這間飯店，雖然貴了點，但服務還有網路速度都超快，行前有說明要慶生，他們桌上
也擺了些小餅乾跟一張生日賀卡(再按個讚))。

當時也有請求可以看富士山的房間(他們回應不能保證，但會盡量安排)，也真的有幫忙
安排到窗外就可以看到富士山的房間(無奈，當天天公不做美...)

稍作梳理後，趕緊前往Shibuya sky(我感覺，它就是在八公口往澀谷人行道的後面方位)
往高樓去後(scramble Square大樓)，那邊就會有很大的LED面板提示shibuya sky電梯要
去哪裡搭。

(天空不作美again，當時工作人員就會說明外面不開放，只能在樓層內，實際上去後
人很多，大多坐著聊天，外面白茫茫一片...，我們只好簡單看看裡面的設施)

幸好當天再晚一點，天氣就開始放晴，有稍微多看到一些景色，但...還是覺得可惜。

離開展場後，該大樓還有許多店家跟餐廳可以逛逛(也有沒甚麼人的鼎泰豐)。

搭JR逆行到原宿中央東口的敘敘院用餐(我們一樣用網路預訂)，工作人員確認資訊後，
表示可以提前入座(平日晚餐人不太多，現場真的也剛好有豎琴的演奏
(就是衝著這個來的)

簡單點了幾樣，好吃不在話下，不過感覺就是肉醃製過的烤肉，口味偏甜一點。
服務人員也都很棒，簡單的英文溝通都還OK。

離開後，就準備回澀谷逛逛，並回飯店。


Day2:4/27
前往東京車站寄送行李
銀座/築地逛逛
豐洲參訪TeamLab
台場走走逛逛

一早醒來，發現是個好天氣(果真讓我如願以償，沒到河口湖，但好歹讓我遠觀富士山)
這時候，只能再對飯店按個讚。

早上太太想喝咖啡，我們網路查了一下，發現只有LAWSON店員才會幫忙做，其他都要DIY
(台灣超商店員真的太強)
於是我們就走到附近的全家去購買咖啡。

簡單說，就是先跟店員結帳，說明要喝甚麼，他們會給你個杯子，然後就可以到
咖啡機那邊操作，操作介面上，都有日英文都有，現在Google太強，只怕沒網路。
(日本超商買咖啡成就解鎖)

Check-out後，我們搭JR到東京車站(佐川急便空手觀光服務)，東京車站很大
(簡單理解為八重洲跟丸之內兩邊，八重洲比較多商店街，丸之內那側比較多百貨公司)

我們找到八重洲北口後，請佐川急便幫忙寄送行李到晚上要入住的東京灣東方飯店。
(簡單提供飯店資訊(地址，電話)，他們也親自打電話到飯店確認入住資訊)
所費不貲，但一想到等等回飯店就可以拿到行李，就覺得花下去就對了

行李安頓好後，我們就步行往銀座築地方向去。

一路上，走馬看花，銀座不虧是高級地段，連車子都可以感受到比較多非國產車...
不過這次我們不是shopping之旅，沿途看到的精品店，就單純來體驗一下旗艦店為何物。

一路上，越往後面走，就慢慢可以感受到築地的風情(魚腥味，烤肉味)，沿途也看到許多
排隊名店?(沒查網路，但看起來都是當地日本人會排隊的店，應該是真的""巷子內""的店)

到達本願寺後，裡面剛好有小學生在寫生，現場有消防車跟雲梯車，看來是安排好的。

日本小學生，跟台灣小學生，帶給人的感受，還真的不太一樣...
說不太上來，但或許就是他們對於學生該有個樣子，一直以來都有一定程度的要求吧?

到築地後，也接近中午，沿路上我們已經在日本麥當勞簡單填個肚子
(日本麥當勞，薯條比較沒那麼鹹，也沒有炸雞，讓我太太很感傷....)

所以當時，就是逛逛小吃店(沿路上，很多店家賣生魚片/烤和牛串/玉子燒/蒲燒鰻)
這邊就可以看到許多西方臉孔，果然是觀光地阿。
(東西不便宜，只能說吃一點新鮮感就好^^)

離開後，搭乘地鐵到豐洲站(LaLaPort)。
這邊的Lalaport很多棟，也都很大，跟夢時代感覺有點像，簡單到akachan逛逛後，我們
就準備前往新豐洲站，Teamlab參訪。

這個點，西方臉孔大概佔一半以上，甚至說8成可能都不為過，但裡面的光影體驗，
確實滿特別的，個人覺得滿推薦來看一下的。

離開後，前往台場(搭乘海鷗號，一樣可以用Suica)，這邊有
Diver city/Decks/Aqua City等賣場，Decks裡面有bills鬆餅，但我看日本人更愛
eggs'n things...

最後，我們在Diver City吃晚餐，也逛一下商店。
這邊可以聽到很多熟悉的語言(台語/國語)，裡面的松本清，應該有很多台灣人血拚中。

最後，搭乘地鐵到新木場，再轉搭到新埔安(東京灣東方飯店)

取得行李後，也問了一下接駁車(這間是迪士尼的合作飯店)。
安頓好後，飯店內有個超商(LAWSON)，趕緊補些食物跟休足時間。


Day3:4/28
迪士尼一整天

早上Check out後(飯店有non-stop check-out，簡單說，只要把某個吊牌放門把，然後
房卡放到櫃檯前的某個盒子內就可以了，方便一早就要衝迪士尼的旅客)

我們沒有坐到第一班車(7:00)，但7:20也還OK。
上車後，大概20分的車程，就到迪士尼園區了，一路上可以看到滿滿的車龍...

抵達後，預期是迪士尼園區站(園區內的單軌電車站名)，旁邊就是我們晚上要入住的
迪士尼樂園飯店。

一開始，因為我之前查的訊息，都是說要到舞濱站那邊辦理check-in手續，所以
當接駁車直接是到迪士尼園區站後，我一時間有點不知所措...

問了人員，最後就是直接進飯店check-in就好，不需要再到度假區總站(舞濱站旁)。
總之，一路風塵僕僕，就是等今天這個重頭戲了，趕緊check-in，排隊進樂園。

入住迪士尼飯店，他會給你""隔天""提早入園的票券，上面也會壓日期。
但當我們辦完入住手續，跟著飯店出來的人龍準備進園區時，安檢札門外就有人員宣導
需要出示該票券。

因此呢...我們等於提前使用了票券，並順利進到入園的排隊行列裡。
雖然我不確定正常的入園排隊在哪，但對我來說，到那邊還是要排隊(飯店住宿量很大..)
因此，感受上，似乎也沒有提前15分入園的感覺...

到現場後，我拿出事先印出來的票券QR code(因為官網網路購票都無法刷成功
最後是到Klook購買)

概念上，就是要先用該QR code入園，然後在把QR code掃進APP內，開始各種預定。

這時候，請別想說要先掃進APP...，因為實際測試，理解為他要先把該QR code判斷
已經入園後，APP再掃才可以認到為合法的QR code。

之前有聽說可以統一一手機掃全部的人員，統一預定行程，實際操作上:
1. 把QR code編號(因為我是印出來，所以方便註記)，因為QR code人眼分不出來...
標號後，方便你確認哪張你掃過了。

2.兩支手機開始掃QR code(請先下載APP，並註冊帳號)

3.完成後，個別分頭進行預定(DPA/Entry request...)

或許是當天人不多，所以預定上還OK，只是說看很多網路說明，感覺不搶就會坐不到的FU

總之，我們就花錢買美女與野獸(當時我算了一下，大概等於花600台幣買一個小時排隊)

1. 美女與野獸
2. 米奇魔法音樂世界
3. 杯麵歡樂之旅
4. 小小世界
5. 城堡旋轉木馬
6. 白雪公主冒險旅程
7. 小飛俠天空之旅
8. 幽靈公館
9. 艾芝迷你雲霄飛車
10. 仙履奇緣童話大廳

我們大概就玩這些...說實話，只怕你沒體力，不用怕排不到...

遊行跟後續旅程，下次補上

","[{""cmtStatus"": ""推"", ""cmtPoster"": ""asdf0019"", ""cmtContent"": "":了解謝謝！那看來還是得買DPA,兩個小時真的好久QQ"", ""cmtDate"": ""2023-05-01 20:51:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""cenchi"", ""cmtContent"": "":可以參考這影片，應該可以更快到美女與野獸的城堡："", ""cmtDate"": ""2023-05-01 21:08:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""jokerson"", ""cmtContent"": "":上週去了兩天（星期日、一），美女與野獸基本都是1"", ""cmtDate"": ""2023-05-01 21:27:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""jokerson"", ""cmtContent"": "":20分鐘起跳，遊行的時候有降到80分鐘以內。有提前"", ""cmtDate"": ""2023-05-01 21:27:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""jokerson"", ""cmtContent"": "":入園的話大概都可以30分鐘內玩到第一次。"", ""cmtDate"": ""2023-05-01 21:27:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""mint0909"", ""cmtContent"": "":借問一下米奇魔法音樂世界是有抽到還是排第一場的？"", ""cmtDate"": ""2023-05-03 07:52:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""cenchi"", ""cmtContent"": "":Hi,entryrequest抽的"", ""cmtDate"": ""2023-05-03 19:58:00""}]",111.243.131.143,2023-05-02 01:48:21,ptt
2,https://www.ptt.cc/bbs/Japan_Travel/M.1682919135.A.BC1.html,[問題]富士山一日遊規劃請益,2023-05-01 13:32:13,david30520,Japan_Travel,"目前想請教各位如果去富士山一日遊
以下的規劃會不會太趕需要調整以及有推薦午餐在哪邊吃嗎?
行程如下:
7:30 搭乘富士回遊往河口湖，9:23抵達
搭乘河口湖周遊巴士(懷舊巴士)紅線公車(1小時一班，能使用IC卡(PASMO跟Suica)，搭
10:00班次)
9號下車 搭乘纜車(9:30開始，來回900日圓) 卯兔神社(停留1小時)
纜車站附近有Fujiyama cookie
下纜車後搭紅線到13號 湖山亭Kozantei Ubuya 去產屋崎 拍逆富士
紅線回到河口湖站，搭乘富士急行(約40分一班) 前往下吉田，本町二丁目商店街晃晃
回到河口湖站，搭乘最晚一班的富士回遊5:36回去新宿
以上是我目前規劃的行程，有點不確定產屋崎是否值得前往
還麻煩大家指點了!!


順道想問7月中旬的平日會不會也很多人呢..不知搭巴士會不會塞車...
在考慮要買廣遊券搭乘成田~東京的NEX+富士回遊
或
skyliner成田到市區+新宿搭巴士來回河口湖
不知哪個比較順   囧


","[{""cmtStatus"": ""→"", ""cmtPoster"": ""owlonoak"", ""cmtContent"": "":到一小時不過你就去這裡和產屋崎那應該可以"", ""cmtDate"": ""2023-05-01 13:37:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""david30520"", ""cmtContent"": "":天啊...要排那麼久想說一大早就過去應該還好"", ""cmtDate"": ""2023-05-01 13:38:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""david30520"", ""cmtContent"": "":想請問先去下吉田再去纜車+產屋崎是否比較順?"", ""cmtDate"": ""2023-05-01 13:39:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""owlonoak"", ""cmtContent"": "":河口湖景點都是上午比下午好因為下午都會大逆光"", ""cmtDate"": ""2023-05-01 13:46:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""owlonoak"", ""cmtContent"": "":所以應該要看好哪個點的富士山你最想拍就要最早去"", ""cmtDate"": ""2023-05-01 13:46:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""danedane"", ""cmtContent"": "":上次還沒營業8:45分路過，已有排隊人潮"", ""cmtDate"": ""2023-05-01 13:51:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""hyuchi0202"", ""cmtContent"": "":如果想拍逆富士要放第一站"", ""cmtDate"": ""2023-05-01 14:08:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""david30520"", ""cmtContent"": "":這樣看來產屋崎應該是不用去了.."", ""cmtDate"": ""2023-05-01 14:29:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""kindboxer"", ""cmtContent"": "":產屋崎要拍到完美逆富士超難～"", ""cmtDate"": ""2023-05-01 14:40:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""owlonoak"", ""cmtContent"": "":完美逆富士真的是要去秀峰閣拍"", ""cmtDate"": ""2023-05-01 15:02:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""ken2nd"", ""cmtContent"": "":夏天的河口湖富士山你可能會很失望"", ""cmtDate"": ""2023-05-01 15:19:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""ken2nd"", ""cmtContent"": "":下次再去吧"", ""cmtDate"": ""2023-05-01 15:19:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""gomile888"", ""cmtContent"": "":整個行程哪裡有到富士山？"", ""cmtDate"": ""2023-05-01 16:25:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""david30520"", ""cmtContent"": "":不好意思..可能改河口湖一日遊比較正確.."", ""cmtDate"": ""2023-05-01 16:29:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""gomile888"", ""cmtContent"": "":逆富士通常清晨比較有機會，然後七月富士山可能沒"", ""cmtDate"": ""2023-05-01 16:45:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""gomile888"", ""cmtContent"": "":白頭"", ""cmtDate"": ""2023-05-01 16:45:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""x24627785"", ""cmtContent"": "":很多人以為河口湖就是富士山，其實上到剣ヶ峰才算"", ""cmtDate"": ""2023-05-01 17:47:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""cmylly"", ""cmtContent"": "":富士回遊可以先搭到下吉田下車，早一點去比較容易"", ""cmtDate"": ""2023-05-01 19:13:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""cmylly"", ""cmtContent"": "":看到富士山，再從下吉田搭到河口湖去玩，然後直接從"", ""cmtDate"": ""2023-05-01 19:13:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""cmylly"", ""cmtContent"": "":河口湖回來比較順"", ""cmtDate"": ""2023-05-01 19:13:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""nepson"", ""cmtContent"": "":夏天的富士山...去兩次都是雲..."", ""cmtDate"": ""2023-05-01 19:27:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""suba1121"", ""cmtContent"": "":夏天真的不是去看富士山的季節大機率看不到再來是"", ""cmtDate"": ""2023-05-01 20:15:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""suba1121"", ""cmtContent"": "":沒白頭另外逆富士通常都是清晨機會比較高"", ""cmtDate"": ""2023-05-01 20:15:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""adychen1982"", ""cmtContent"": "":借問一下那九月的話建議去嗎"", ""cmtDate"": ""2023-05-02 09:48:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""secur"", ""cmtContent"": "":如果天氣好我推薦租電動腳踏車，不會被巴士的時間"", ""cmtDate"": ""2023-05-03 00:06:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""secur"", ""cmtContent"": "":限制，而且還可以順便遊湖"", ""cmtDate"": ""2023-05-03 00:06:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""secur"", ""cmtContent"": "":一樣搭7:30的富士洄游，10點租好腳踏車，總共跑了"", ""cmtDate"": ""2023-05-03 00:08:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""secur"", ""cmtContent"": "":河口淺間神社、吃不動、坐纜車、下吉田拍照，一樣"", ""cmtDate"": ""2023-05-03 00:08:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""secur"", ""cmtContent"": "":5:30富士洄游"", ""cmtDate"": ""2023-05-03 00:08:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""dola1210"", ""cmtContent"": "":纜車從車站走過去就好大概15分鐘不用搭公車然後"", ""cmtDate"": ""2023-05-03 11:40:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""dola1210"", ""cmtContent"": "":逆富士要剛日出才拍的到"", ""cmtDate"": ""2023-05-03 11:40:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""david30520"", ""cmtContent"": "":喔喔喔！電動腳踏車的費用大概是如何呢?"", ""cmtDate"": ""2023-05-03 11:45:00""}]",122.116.120.221,2023-05-02 01:48:21,ptt
3,https://www.ptt.cc/bbs/Japan_Travel/M.1682920711.A.0C8.html,[資訊]Skyrent租車分享-東京羽田,2023-05-01 13:58:28,pelicanper,Japan_Travel,"在日旅版獲益良多希望這些資訊對大家有幫助

通常我在日本租車都會用Jalan,不過這次意外直接在這家租
https://www.skyrent.jp/
<- 這是官網

主要的原因是因為我們是家族旅遊,一行六人包含兩個70+

一共要開14天,一開始四個月前先用Jalan預訂一個七人座但無法選車的方案

當時的租車提供就是這家Skyrent,某一天心血來潮直接去官網看

才發現在官網上租有特典可以選,用信用卡預付和加入會員還可以15%折扣

後來租到Honda Stepwagon eHEV油電混合特典,打完折以後跟Jalan

無法選車型的價錢幾乎差不多,以下就是一些重點整理

1.取還車
這家不在羽田機場旁邊所以要先做京急空港線三站到大鳥居走路約五分鐘

整體約十五分鐘就可以到我覺得還算方便

他其實可以機場接送但是要用電話預約,加上我們還車後還在東京待三天就沒有使用

2.服務
取車時店鋪有免費飲料冰箱,對於剛下飛機的我們來說感覺很貼心

店員基本上英語溝通沒有問題所以一切都算順利

跟其他大型租車公司一樣會有不同的保險方案可以選不會強制推銷

還幫忙搬行李解釋車子內部比較特別的地方

3.車況
這台Honda Stepwagon eHEV算是還蠻新的車種我們拿到的時候只跑8千多

所以車況很好,後來一路開了2,400多公里實際油耗一公升16公里

十四天下來大概加了三次共150公升的油

另外每個座位都有USB-C充電座,中間一排有餐桌非常方便

4.缺點
這家沒有合作ETC吃到飽所以這次我們總共花了3.2萬跑高速公路

不過考慮省下來的油加上整體舒適性我們還是覺得錢沒白花

最後很有趣的一件事是當初預定的時候寫的是信用卡預付

結果卻是還車後兩天才扣款,這我也不知道為什麼@@

這一趟我們從東京->諏取追到高島城櫻花滿開->高遠城址櫻吹雪

->中山道->開田高原->高山祭(外加新穗高/下呂/郡上)->合掌村

->富山->金澤->立山黑部->草津->輕井澤->川越->東京

這台車沒有讓我們失望

最後租車(16.6)保險(1.5)ETC(3.2)油錢大概是接近24萬日幣

給大家參考一下

遊記比較特別的部分希望有空再來分享

謝謝指教
","[{""cmtStatus"": ""推"", ""cmtPoster"": ""smalljie2002"", ""cmtContent"": "":推2400公里太猛"", ""cmtDate"": ""2023-05-01 16:37:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""darkunique"", ""cmtContent"": "":請問是將車子停在立山，然後黑部立山遊玩折返回去開"", ""cmtDate"": ""2023-05-02 06:31:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""darkunique"", ""cmtContent"": "":車嗎"", ""cmtDate"": ""2023-05-02 06:31:00""}]",121.99.177.32,2023-05-02 01:48:21,ptt
4,https://www.ptt.cc/bbs/Japan_Travel/M.1682933328.A.FDE.html,[問題]東京六天五夜行程請益,2023-05-01 17:28:46,Forest31,Japan_Travel,"１． 出遊日期：
 5/24~5/29 共六天五夜。
 5/24 02:15 -> 06:40 抵達成田機場
 5/29 22:15 -> 01:10 飛離成田機場
 3成人+1國中生的家庭旅遊

２． 每日行程：

5/24(三)
6:40抵達成田機場->N'EX 成田特快到東京車站寄放行李-> 10:00參觀皇居-> 東京車站一番街吃午餐->寶可夢中心-> 東京灣PRANA三井花園飯店

5/25(四)
東京迪士尼海洋 ->三井花園飯店

5/26(五)
築地市場->築地本願寺-> 銀座逛街->東京鐵塔看夜景->住船橋競馬場站(京成本線)附近的親戚家

5/27(六)
明治神宮 -> 新宿逛街 -> 東京都廳南展望室看夜景->住船橋親戚家

5/28(日)
上野動物園 -> 淺草（雷門、仲見世通商店街、淺草寺） -> 隅田川夜景或晴空塔->住船橋親戚家

5/29(一)
澀谷寄放行李->竹下通、表參道->18:30 N'EX 成田特快到機場(班機22:15)


３． 特別希望：

1. N'EX 成田特快的優惠車票，可以去程到東京車站，回程從澀谷出發嗎? 能夠事先劃位嗎

2. 適合的交通票劵: 目前預計都用西瓜卡，想問依照目前的行程會建議買地鐵或JR的周遊券嗎?後面幾天住宿地附近是京成本線，不知道有什麼適合的票券QQ

3. 行程相關建議: 想請問行程有沒有不順路或是可以再增減的地方呢?第一次自由行不太確定每個景點大概待的時間

4. 伴手禮: 家裡長輩需要控制血糖，目前想到的伴手禮都是甜食或泡麵，有沒有適合的伴手禮或特產可以帶回台灣的呢?
","[{""cmtStatus"": ""推"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":明治神宮原宿（竹下通）是同一站，要分兩天去？原"", ""cmtDate"": ""2023-05-01 20:19:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":宿澀谷排一起就好，新宿有特別想逛上面？性質也跟"", ""cmtDate"": ""2023-05-01 20:20:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":澀谷差不多"", ""cmtDate"": ""2023-05-01 20:20:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":5/29都在京成本線了，老遠跑澀谷幹嘛？去逛酒酒井買"", ""cmtDate"": ""2023-05-01 20:23:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":伴手禮也好"", ""cmtDate"": ""2023-05-01 20:23:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":5/27明治神宮竹下通表參道澀谷就夠了"", ""cmtDate"": ""2023-05-01 20:25:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""Abbaschian"", ""cmtContent"": "":最後一天要進東京的話，可能排東側的景點會輕鬆一"", ""cmtDate"": ""2023-05-02 10:04:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""Abbaschian"", ""cmtContent"": "":點，涉谷太西邊了"", ""cmtDate"": ""2023-05-02 10:04:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""afu46"", ""cmtContent"": "":船橋競馬場站往南走有Vivit,lalaport,IKEA很好逛"", ""cmtDate"": ""2023-05-02 10:08:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""FantasyPiano"", ""cmtContent"": "":第一天體力真好..."", ""cmtDate"": ""2023-05-02 10:46:00""}]",1.34.238.80,2023-05-02 01:48:22,ptt
5,https://www.ptt.cc/bbs/Japan_Travel/M.1682933943.A.126.html,[讓售]ユアネスOmoinotakemol-74東京演唱會,2023-05-01 17:39:01,sleetyarn,Japan_Travel,"1. 讓售品項：ユアネス 自主企画『screenshot #1』票券
共演團：Omoinotake、mol-74
時間地點：6/28 19:00 渋谷Spotify O-EAST
位置：自由入場，整理券6/26 10:00（日本時間）開票

2. 物品圖片：
https://i.imgur.com/5d7rOl6.jpg
3. 此物品由您買入的價格：

  [原價]日幣4950元 Ｘ 代付當時匯率0.25＝ 新台幣1238元（四捨五入）
https://i.imgur.com/XXeGU9U.jpg
4. 欲售價格：1238元
5. 交易方式：匯款後提供取票序號
6. 聯絡方式：站內信、line
7. 其他說明：

此票券原價含手續費4950日元，日本超商代付換算台幣為1238元。

票券可以選紙本票，會教您如何取票，如果是第一次參加日本演唱會的話，有問題也歡迎詢
問！ユアネス和共演兩團現場都很棒，很適合第一次參加日本演唱會的人。

此票券為第一次抽選便抽中的票，入場順序應該滿前面的，由於取票序號較晚知道（日本演
唱會慣例），可以在合理範圍內和您交換其他連絡方式和個資保障彼此。
","[{""cmtStatus"": ""推"", ""cmtPoster"": ""Kamelie"", ""cmtContent"": "":推"", ""cmtDate"": ""2023-05-01 17:47:00""}]",223.137.250.236,2023-05-02 01:48:22,ptt
6,https://www.ptt.cc/bbs/Japan_Travel/M.1682934616.A.7F5.html,[問題]東京5/28-6/4八天七夜行程健檢,2023-05-01 17:50:12,a9362654,Japan_Travel,"D1-5/28(日)：
航空8:30→12:50
下午搭利木津巴士→玩具總動員飯店

D2-5/29(一)：交通刷西瓜卡
迪士尼陸地→21:00上野寶石飯店(後面六晚都住上野寶石飯店)

D3-5/30(二)：交通刷西瓜卡
10:00中目黑星巴克→13:00澀谷午餐+逛街→18:00晚上惠比壽觀景台→20:00惠比壽阿夫利拉麵→22:00回到上野飯店

D4-5/31(三)：交通jrpass京廣域
10:00鎌倉小坂郵便局→10:30長谷寺+御靈神社+商店街及午餐→16:00鐮倉高校前→17:30附近晚餐→21:00回到上野飯店

D5-6/01(四)：交通jrpass京廣域
09:00輕井澤站租腳踏車→10:00中輕井澤→12:00午餐→14:00舊銀座通→搭線幹線19:30到上野站→20:00晚餐鷹谷園燒肉(已訂位)→22:00回到上野飯店

D6-6/02(五)：交通jrpass京廣域
9:00東京車站伴手禮→11:00午餐利久牛舌→14:00逛輕井澤王子購物廣場→19:00上野逛多慶屋or阿美橫丁

D7-6/03(六)：交通地鐵一日劵
9:00淺草雷門→10:00仲見世商店街→午餐12:30敘敘苑(已訂位)→15:00清澄白河站逛逛→19:00晚餐炸牛排

D8-6/04(日)：
航空13:50→16:30
11:00搭乘Skyliner到機場

以上八天行程麻煩有經驗的板友幫忙看一下有沒有哪邊可以調整的，謝謝

輕井澤第一天因為有去中輕井澤，時間比較少，無法好好逛Outlet所以隔天去逛
","[{""cmtStatus"": ""→"", ""cmtPoster"": ""afu46"", ""cmtContent"": "":樓下會說健檢沒有排醫院行程"", ""cmtDate"": ""2023-05-01 18:01:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""ybite"", ""cmtContent"": "":1.鶯谷園我認為轉車時間很剛好上野新幹線月台很深"", ""cmtDate"": ""2023-05-01 18:42:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""ybite"", ""cmtContent"": "":另外注意廣域周遊券不包括江之電"", ""cmtDate"": ""2023-05-01 18:43:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""a9362654"", ""cmtContent"": "":謝謝y大，江之島那邊會刷西瓜卡"", ""cmtDate"": ""2023-05-01 21:11:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":JR廣域券去鎌倉效益不高，有考慮河口湖一日遊搭富士"", ""cmtDate"": ""2023-05-01 21:25:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""kevinhon"", ""cmtContent"": "":回遊？"", ""cmtDate"": ""2023-05-01 21:25:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""owlonoak"", ""cmtContent"": "":中目黑星巴克可能要更早一點"", ""cmtDate"": ""2023-05-02 01:54:00""}]",218.172.39.27,2023-05-02 01:48:22,ptt
